formula,atom a,atom b,lowest distortion,e_form,e_hull,mu_b,vpa,gap pbe,a,b,c,alpha,beta,gamma,e_form oxygen
AlTlO3,Al,Tl,orthorhombic,-1.911,0.19,-,12.152000000000001,0.638,5.285,5.41,8.5,90,90,90,-6.702000000000001
AlTmO3,Al,Tm,rhombohedral,-3.378,0.237,0,12.404000000000002,3.7560000000000002,5.828,5.828,5.828,55.1,55.1,55.1,-6.024
AlUO3,Al,U,orthorhombic,-2.94,0.452,0.567,13.853,0.0,5.72,5.961,8.125,90,90,90,2.358
AlVO3,Al,V,orthorhombic,-2.799,0.149,0.4,9.609,1.47,5.004,5.03,7.636,90,90,90,-0.475
AlWO3,Al,W,cubic,-1.67,0.951,0,12.242,0.0,3.941,3.941,3.941,90,90,90,4.827
AlYO3,Al,Y,rhombohedral,-3.324,0.23600000000000002,0,13.18,3.81,6.003,6.003,6.003,54.1,54.1,54.1,-6.49
AlYbO3,Al,Yb,orthorhombic,-2.923,0.124,-,11.845,0.0,5.119,5.58,8.294,90,90,90,-7.558
AlZnO3,Al,Zn,cubic,-0.72,1.614,-,10.398,0.0,3.732,3.732,3.732,90,90,90,-5.063
AlZrO3,Al,Zr,cubic,-2.1830000000000003,1.117,0,13.936,0.0,4.115,4.115,4.115,90,90,90,-1.156
AsAcO3,As,Ac,orthorhombic,-2.622,-0.109,0,16.601,2.97,5.879,6.527,8.653,90,90,90,-2.465
AsAgO3,As,Ag,cubic,0.22899999999999998,1.337,-,12.735,0.0,3.993,3.993,3.993,90,90,90,-3.674
AsAlO3,As,Al,cubic,-1.712,0.644,-,9.746,0.0,3.653,3.653,3.653,90,90,90,1.5830000000000002
As2O3,As,As,cubic,-0.521,0.925,-,11.453,0.0,3.854,3.854,3.854,90,90,90,1.088
AsAuO3,As,Au,cubic,0.26,1.2570000000000001,-,13.197000000000001,0.0,4.041,4.041,4.041,90,90,90,-1.212
AsBO3,As,B,cubic,-0.852,1.183,-,7.706,0.9229999999999999,3.377,3.377,3.377,90,90,90,2.6289999999999996
AsBaO3,As,Ba,orthorhombic,-2.1109999999999998,0.23199999999999998,-,18.14,0.0,5.93,6.407,9.549,90,90,90,-8.868
AsBeO3,As,Be,cubic,-1.008,1.015,-,8.407,0.0,3.477,3.477,3.477,90,90,90,-2.418
AsBiO3,As,Bi,cubic,-0.33,1.13,-,15.152999999999999,0.0,4.231,4.231,4.231,90,90,90,-3.7430000000000003
AsCaO3,As,Ca,orthorhombic,-2.182,0.134,-,13.764000000000001,0.0,5.449,5.93,8.52,90,90,90,-8.351
AsCdO3,As,Cd,cubic,0.08199999999999999,1.51,-,13.588,0.0,4.081,4.081,4.081,90,90,90,-5.71
AsCeO3,As,Ce,cubic,-0.902,1.665,0.021,18.283,0.0,4.505,4.505,4.505,90,90,90,-7.218999999999999
AsCoO3,As,Co,cubic,-0.584,0.82,-0.004,9.799,0.0,3.659,3.659,3.659,90,90,90,0.08900000000000001
AsCrO3,As,Cr,cubic,-1.192,0.772,0.591,10.907,0.0,3.792,3.792,3.792,90,90,90,0.789
AsCsO3,As,Cs,cubic,0.861,2.563,-,17.457,0.0,4.436,4.436,4.436,90,90,90,-3.766
AsCuO3,As,Cu,cubic,-0.301,0.8809999999999999,-,10.145,0.0,3.702,3.702,3.702,90,90,90,-0.831
AsDyO3,As,Dy,cubic,-1.3019999999999998,1.3869999999999998,0.038,15.714,0.0,4.283,4.283,4.283,90,90,90,-5.336
AsErO3,As,Er,cubic,-1.376,1.295,0.014,15.254000000000001,0.0,4.241,4.241,4.241,90,90,90,-4.874
AsEuO3,As,Eu,orthorhombic,-2.292,0.022000000000000002,0,14.25,0.0,5.528,5.937,8.683,90,90,90,-8.456
AsFeO3,As,Fe,cubic,-0.747,0.805,0.911,10.955,0.0,3.798,3.798,3.798,90,90,90,-0.7240000000000001
AsGaO3,As,Ga,cubic,-0.941,0.8320000000000001,-,10.821,0.0,3.782,3.782,3.782,90,90,90,-0.391
AsGdO3,As,Gd,cubic,-1.22,1.399,-0.001,16.257,0.0,4.332,4.332,4.332,90,90,90,-5.81
AsGeO3,As,Ge,cubic,-0.909,0.7070000000000001,-,10.602,0.0,3.757,3.757,3.757,90,90,90,1.493
AsHfO3,As,Hf,cubic,-2.012,0.773,-0.001,13.462,0.0,4.068,4.068,4.068,90,90,90,0.248
AsHgO3,As,Hg,cubic,0.40399999999999997,1.59,-,14.238,0.0,4.145,4.145,4.145,90,90,90,-5.4270000000000005
AsHoO3,As,Ho,cubic,-1.34,1.3559999999999999,0.016,15.474,0.0,4.261,4.261,4.261,90,90,90,-5.112
AsInO3,As,In,cubic,-0.473,1.172,-,13.685,0.0,4.09,4.09,4.09,90,90,90,-3.437
AsIrO3,As,Ir,cubic,-0.244,0.958,-0.028,11.93,0.0,3.907,3.907,3.907,90,90,90,0.02
AsKO3,As,K,orthorhombic,-1.7269999999999999,-0.17300000000000001,-,15.097999999999999,3.052,4.836,5.454,11.449,90,90,90,-9.214
AsLaO3,As,La,cubic,-1.048,1.6030000000000002,-0.002,17.892,0.0,4.472,4.472,4.472,90,90,90,-6.72
AsLiO3,As,Li,cubic,-0.23600000000000002,1.588,-,9.144,0.0,3.576,3.576,3.576,90,90,90,-5.542999999999999
AsLuO3,As,Lu,cubic,-1.4869999999999999,1.2309999999999999,0,14.534,0.0,4.173,4.173,4.173,90,90,90,-4.14
AsMgO3,As,Mg,cubic,-0.852,1.261,-,10.925,0.0,3.794,3.794,3.794,90,90,90,-3.805
AsMnO3,As,Mn,cubic,-0.981,0.7829999999999999,0.734,10.859000000000002,0.0,3.787,3.787,3.787,90,90,90,-0.345
AsMoO3,As,Mo,cubic,-1.092,0.6829999999999999,0.003,12.158,0.0,3.932,3.932,3.932,90,90,90,3.029
AsNaO3,As,Na,orthorhombic,-1.63,0.131,-,12.895,2.122,5.116,5.131,9.824,90,90,90,-9.344
AsNbO3,As,Nb,cubic,-1.53,0.693,0,12.927,0.0,4.013,4.013,4.013,90,90,90,2.989
AsNdO3,As,Nd,cubic,-1.0170000000000001,1.601,0.015,17.618,0.0,4.45,4.45,4.45,90,90,90,-6.772
AsNiO3,As,Ni,cubic,-0.451,0.973,0.203,9.927,0.0,3.675,3.675,3.675,90,90,90,-0.981
AsNpO3,As,Np,cubic,-1.5759999999999998,1.1320000000000001,0.354,16.535,0.0,4.356,4.356,4.356,90,90,90,0.156
AsOsO3,As,Os,cubic,-0.414,0.8320000000000001,0.288,11.876,0.0,3.901,3.901,3.901,90,90,90,0.897
AsPaO3,As,Pa,cubic,-1.7690000000000001,0.5720000000000001,0.001,16.587,0.0,4.361,4.361,4.361,90,90,90,2.575
AsPbO3,As,Pb,orthorhombic,-1.311,0.217,-,14.870999999999999,0.0,5.617,6.321,8.378,90,90,90,-3.677
AsPdO3,As,Pd,cubic,-0.095,1.001,-,12.088,0.0,3.924,3.924,3.924,90,90,90,-0.7140000000000001
AsPmO3,As,Pm,cubic,-1.077,1.484,0.015,17.223,0.0,4.416,4.416,4.416,90,90,90,-6.525
AsPrO3,As,Pr,cubic,-0.966,1.545,0.008,18.032,0.0,4.484,4.484,4.484,90,90,90,-6.972
AsPtO3,As,Pt,cubic,-0.053,1.024,-0.009,12.386,0.0,3.956,3.956,3.956,90,90,90,-0.43
AsPuO3,As,Pu,cubic,-1.5630000000000002,0.976,0.687,16.23,0.0,4.329,4.329,4.329,90,90,90,1.368
AsRbO3,As,Rb,orthorhombic,-1.7280000000000002,-0.19899999999999998,-,16.722,3.147,4.944,5.705,11.859,90,90,90,-14.179
AsReO3,As,Re,cubic,-0.759,0.7609999999999999,0.05,11.923,0.0,3.906,3.906,3.906,90,90,90,1.8259999999999998
AsRhO3,As,Rh,cubic,-0.309,0.884,0.001,11.747,0.0,3.887,3.887,3.887,90,90,90,0.027000000000000003
AsRuO3,As,Ru,cubic,-0.462,0.831,0.248,11.724,0.0,3.885,3.885,3.885,90,90,90,0.888
AsSbO3,As,Sb,cubic,-0.677,0.847,-,13.103,0.0,4.031,4.031,4.031,90,90,90,1.237
AsScO3,As,Sc,cubic,-1.5919999999999999,1.035,0,12.761,0.0,3.996,3.996,3.996,90,90,90,-2.6660000000000004
AsSiO3,As,Si,cubic,-1.501,0.825,-,9.218,0.0,3.585,3.585,3.585,90,90,90,3.5789999999999997
AsSmO3,As,Sm,cubic,-1.1159999999999999,1.531,0.092,16.964000000000002,0.0,4.394,4.394,4.394,90,90,90,-6.305
AsSnO3,As,Sn,cubic,-0.8490000000000001,0.805,-,13.003,0.0,4.021,4.021,4.021,90,90,90,2.506
AsSrO3,As,Sr,rhombohedral,-1.9240000000000002,0.43,-,16.381,0.0,6.254,6.254,6.254,57.7,57.7,57.7,-10.112
AsTaO3,As,Ta,cubic,-1.7380000000000002,0.6940000000000001,0,12.720999999999998,0.0,3.992,3.992,3.992,90,90,90,3.72
AsTbO3,As,Tb,cubic,-1.131,1.419,0.046,15.982000000000001,0.0,4.307,4.307,4.307,90,90,90,-5.57
AsTcO3,As,Tc,cubic,-0.7609999999999999,0.7509999999999999,0.361,11.880999999999998,0.0,3.902,3.902,3.902,90,90,90,1.9809999999999999
AsTeO3,As,Te,cubic,-0.364,0.9440000000000001,-,14.078,0.0,4.129,4.129,4.129,90,90,90,-0.54
AsThO3,As,Th,cubic,-1.795,1.229,0.003,18.699,0.0,4.539,4.539,4.539,90,90,90,-3.355
AsTiO3,As,Ti,cubic,-1.7590000000000001,0.669,0.001,11.550999999999998,0.0,3.865,3.865,3.865,90,90,90,0.6579999999999999
AsTlO3,As,Tl,cubic,0.134,1.446,-,14.762,0.0,4.195,4.195,4.195,90,90,90,-5.074
AsTmO3,As,Tm,cubic,-1.4240000000000002,1.265,0.01,14.96,0.0,4.213,4.213,4.213,90,90,90,-4.583
AsUO3,As,U,cubic,-1.9569999999999999,0.8170000000000001,0.04,16.096,0.0,4.318,4.318,4.318,90,90,90,2.7739999999999996
AsVO3,As,V,cubic,-1.2409999999999999,0.797,-0.004,11.019,0.0,3.805,3.805,3.805,90,90,90,-0.11199999999999999
AsWO3,As,W,cubic,-1.18,0.7759999999999999,0,12.189,0.0,3.935,3.935,3.935,90,90,90,3.385
AsYO3,As,Y,cubic,-1.275,1.3869999999999998,0.015,15.785,0.0,4.289,4.289,4.289,90,90,90,-5.3260000000000005
AsYbO3,As,Yb,orthorhombic,-2.302,0.0,-,13.359000000000002,0.0,5.405,5.88,8.406,90,90,90,-7.438
AsZnO3,As,Zn,cubic,-0.397,1.175,-,10.853,0.0,3.786,3.786,3.786,90,90,90,-2.795
AsZrO3,As,Zr,cubic,-1.825,0.8370000000000001,-0.004,14.030999999999999,0.0,4.124,4.124,4.124,90,90,90,-0.708
AuAcO3,Au,Ac,orthorhombic,-1.695,0.31,0,16.429000000000002,0.0,6.075,6.367,8.495,90,90,90,-3.47
AuAgO3,Au,Ag,cubic,0.579,0.8320000000000001,-,12.974,0.0,4.018,4.018,4.018,90,90,90,-3.603
AuAlO3,Au,Al,cubic,-1.196,0.578,-,10.264000000000001,0.0,3.716,3.716,3.716,90,90,90,-1.2409999999999999
AuAsO3,Au,As,cubic,-0.389,0.607,-,11.002,0.0,3.803,3.803,3.803,90,90,90,0.397
Au2O3,Au,Au,cubic,0.53,0.812,-,13.29,0.0,4.05,4.05,4.05,90,90,90,-1.224
AuBO3,Au,B,cubic,-0.121,1.331,-,8.321,0.0,3.465,3.465,3.465,90,90,90,-1.9580000000000002
AuBaO3,Au,Ba,orthorhombic,-1.078,0.45399999999999996,-,18.419,0.0,6.373,6.545,8.831,90,90,90,-8.078
AuBeO3,Au,Be,cubic,-0.46399999999999997,0.863,-,8.826,0.0,3.534,3.534,3.534,90,90,90,-3.3489999999999998
AuBiO3,Au,Bi,cubic,-0.315,0.59,-,14.673,0.0,4.186,4.186,4.186,90,90,90,-1.046
AuCaO3,Au,Ca,cubic,-0.159,1.41,-,15.594000000000001,0.0,4.272,4.272,4.272,90,90,90,-7.85
AuCdO3,Au,Cd,cubic,0.41200000000000003,1.047,-,13.937000000000001,0.0,4.115,4.115,4.115,90,90,90,-6.002999999999999
AuCeO3,Au,Ce,cubic,-0.821,1.097,0.332,17.968,0.0,4.479,4.479,4.479,90,90,90,-5.0489999999999995
AuCoO3,Au,Co,cubic,-0.071,0.6970000000000001,-0.009,10.6,0.0,3.756,3.756,3.756,90,90,90,-2.1430000000000002
AuCrO3,Au,Cr,cubic,-0.846,0.536,0.2,11.067,0.0,3.811,3.811,3.811,90,90,90,-0.14400000000000002
AuCsO3,Au,Cs,cubic,0.8420000000000001,1.5859999999999999,-,16.659000000000002,0.0,4.367,4.367,4.367,90,90,90,-2.5380000000000003
AuCuO3,Au,Cu,cubic,0.20800000000000002,0.6709999999999999,-,10.652000000000001,0.0,3.762,3.762,3.762,90,90,90,-3.202
AuDyO3,Au,Dy,cubic,-1.071,0.995,0.006,16.188,0.0,4.326,4.326,4.326,90,90,90,-4.694
AuErO3,Au,Er,cubic,-1.129,0.96,-0.017,15.905999999999999,0.0,4.3,4.3,4.3,90,90,90,-4.425
AuEuO3,Au,Eu,orthorhombic,-1.2990000000000002,0.28800000000000003,0,14.594000000000001,0.0,5.922,6.083,8.103,90,90,90,-7.065
AuFeO3,Au,Fe,cubic,-0.396,0.569,0.6,11.049000000000001,0.0,3.809,3.809,3.809,90,90,90,-1.534
AuGaO3,Au,Ga,cubic,-0.475,0.716,-,11.354000000000001,0.0,3.843,3.843,3.843,90,90,90,-2.697
AuGdO3,Au,Gd,cubic,-1.073,1.001,0.409,16.662,0.0,4.367,4.367,4.367,90,90,90,-4.301
AuGeO3,Au,Ge,cubic,-0.632,0.595,-,10.754000000000001,0.0,3.774,3.774,3.774,90,90,90,-0.023
AuHfO3,Au,Hf,cubic,-1.855,0.542,-0.192,13.693,0.0,4.091,4.091,4.091,90,90,90,-0.207
AuHgO3,Au,Hg,cubic,0.6559999999999999,0.978,-,14.302999999999999,0.0,4.151,4.151,4.151,90,90,90,-4.928
AuHoO3,Au,Ho,cubic,-1.166,0.9109999999999999,0.403,16.076,0.0,4.316,4.316,4.316,90,90,90,-3.8760000000000003
AuInO3,Au,In,cubic,-0.15,0.9129999999999999,-,14.106,0.0,4.132,4.132,4.132,90,90,90,-4.3660000000000005
AuIrO3,Au,Ir,cubic,-0.13,0.602,0.254,11.997,0.0,3.915,3.915,3.915,90,90,90,0.91
AuKO3,Au,K,orthorhombic,-0.361,0.446,-,18.928,0.6659999999999999,6.188,6.317,9.684,90,90,90,-9.922
AuLaO3,Au,La,cubic,-0.98,1.167,-0.007,17.096,0.0,4.405,4.405,4.405,90,90,90,-4.391
AuLiO3,Au,Li,cubic,0.24100000000000002,1.084,-,9.561,0.0,3.629,3.629,3.629,90,90,90,-6.376
AuLuO3,Au,Lu,cubic,-1.212,0.91,0.004,15.154000000000002,0.0,4.232,4.232,4.232,90,90,90,-4.013
AuMgO3,Au,Mg,cubic,-0.434,0.894,-,11.395999999999999,0.0,3.848,3.848,3.848,90,90,90,-4.9110000000000005
AuMnO3,Au,Mn,cubic,-0.62,0.529,0.399,11.102,0.0,3.815,3.815,3.815,90,90,90,-1.162
AuMoO3,Au,Mo,rhombohedral,-1.228,0.503,0,11.789000000000001,0.0,5.616,5.616,5.616,57.5,57.5,57.5,3.766
AuNaO3,Au,Na,cubic,0.83,1.636,-,12.753,0.0,3.995,3.995,3.995,90,90,90,-10.045
AuNbO3,Au,Nb,rhombohedral,-1.71,0.319,0,12.368,0.634,5.718,5.718,5.718,57.2,57.2,57.2,3.792
AuNdO3,Au,Nd,cubic,-0.877,1.148,-0.083,17.779,0.0,4.463,4.463,4.463,90,90,90,-5.169
AuNiO3,Au,Ni,cubic,0.038,0.6759999999999999,0.677,10.664000000000001,0.0,3.764,3.764,3.764,90,90,90,-2.603
AuNpO3,Au,Np,cubic,-1.7209999999999999,0.599,0.382,15.437999999999999,0.0,4.258,4.258,4.258,90,90,90,1.147
AuOsO3,Au,Os,cubic,-0.451,0.53,0,11.787,0.0,3.892,3.892,3.892,90,90,90,2.319
AuPaO3,Au,Pa,rhombohedral,-2.093,-0.14,0,15.048,1.537,6.121,6.121,6.121,56.9,56.9,56.9,2.677
AuPbO3,Au,Pb,cubic,-0.045,0.718,-,15.385,0.0,4.253,4.253,4.253,90,90,90,-2.377
AuPdO3,Au,Pd,cubic,0.25,0.65,-,12.312000000000001,0.0,3.948,3.948,3.948,90,90,90,-2.224
AuPmO3,Au,Pm,cubic,-0.92,1.0590000000000002,-0.059,17.364,0.0,4.428,4.428,4.428,90,90,90,-5.0889999999999995
AuPrO3,Au,Pr,cubic,-0.841,1.092,-0.004,17.62,0.0,4.45,4.45,4.45,90,90,90,-5.218999999999999
AuPtO3,Au,Pt,cubic,0.175,0.713,0.345,12.562000000000001,0.0,3.975,3.975,3.975,90,90,90,-1.2309999999999999
AuPuO3,Au,Pu,cubic,-1.527,0.523,0.588,15.591,0.0,4.272,4.272,4.272,90,90,90,-0.15
AuRbO3,Au,Rb,cubic,1.228,2.041,-,16.055,0.0,4.314,4.314,4.314,90,90,90,-13.309000000000001
AuReO3,Au,Re,cubic,-0.894,0.626,0.001,11.88,0.0,3.902,3.902,3.902,90,90,90,3.9619999999999997
AuRhO3,Au,Rh,cubic,-0.081,0.635,0.443,12.01,0.0,3.916,3.916,3.916,90,90,90,0.011000000000000001
AuRuO3,Au,Ru,orthorhombic,-0.598,0.255,-0.014,11.408,0.0,5.541,5.588,7.37,90,90,90,1.5519999999999998
AuSbO3,Au,Sb,rhombohedral,-0.8740000000000001,0.258,-,12.373,0.0,5.613,5.613,5.613,59.5,59.5,59.5,1.9280000000000002
AuScO3,Au,Sc,cubic,-1.244,0.8,0,13.350999999999999,0.0,4.057,4.057,4.057,90,90,90,-3.267
AuSiO3,Au,Si,cubic,-1.199,0.7390000000000001,-,9.482000000000001,0.0,3.619,3.619,3.619,90,90,90,0.447
AuSmO3,Au,Sm,cubic,-0.9440000000000001,1.092,-0.063,17.212,0.0,4.415,4.415,4.415,90,90,90,-5.021
AuSnO3,Au,Sn,cubic,-0.6509999999999999,0.615,-,13.242,0.0,4.045,4.045,4.045,90,90,90,-0.539
AuSrO3,Au,Sr,orthorhombic,-1.127,0.441,-,15.959000000000001,0.0,6.166,6.182,8.373,90,90,90,-8.702
AuTaO3,Au,Ta,rhombohedral,-1.935,0.303,0,12.232999999999999,1.182,5.669,5.669,5.669,57.8,57.8,57.8,3.741
AuTbO3,Au,Tb,cubic,-0.9129999999999999,1.0070000000000001,0.006,16.532,0.0,4.356,4.356,4.356,90,90,90,-4.78
AuTcO3,Au,Tc,orthorhombic,-0.8690000000000001,0.401,0.199,11.481,0.0,5.512,5.556,7.499,90,90,90,3.045
AuTeO3,Au,Te,orthorhombic,-0.568,0.325,-,13.299000000000001,0.0,5.691,5.773,8.096,90,90,90,0.8170000000000001
AuThO3,Au,Th,cubic,-1.7790000000000001,0.857,-0.13,18.042,0.0,4.485,4.485,4.485,90,90,90,-1.67
AuTiO3,Au,Ti,orthorhombic,-1.7630000000000001,0.27699999999999997,0,11.239,0.0,5.488,5.517,7.425,90,90,90,-0.149
AuTlO3,Au,Tl,cubic,0.374,0.983,-,14.819,0.0,4.2,4.2,4.2,90,90,90,-4.985
AuTmO3,Au,Tm,cubic,-1.2329999999999999,0.873,0.398,15.613,0.0,4.274,4.274,4.274,90,90,90,-3.5839999999999996
AuUO3,Au,U,orthorhombic,-2.267,0.237,0.2,14.995999999999999,1.7530000000000001,5.813,6.082,8.484,90,90,90,2.8810000000000002
AuVO3,Au,V,orthorhombic,-1.358,0.27399999999999997,0.227,11.057,0.0,5.524,5.565,7.194,90,90,90,1.401
AuWO3,Au,W,cubic,-1.355,0.602,0,12.120999999999999,0.0,3.928,3.928,3.928,90,90,90,4.501
AuYO3,Au,Y,cubic,-1.123,0.922,0.401,16.727999999999998,0.0,4.373,4.373,4.373,90,90,90,-3.8169999999999997
AuYbO3,Au,Yb,cubic,-0.36200000000000004,1.212,-,14.409,0.0,4.161,4.161,4.161,90,90,90,-7.276
AuZnO3,Au,Zn,cubic,0.077,0.877,-,11.421,0.0,3.851,3.851,3.851,90,90,90,-4.622
AuZrO3,Au,Zr,cubic,-1.681,0.5920000000000001,-0.201,14.302,0.0,4.151,4.151,4.151,90,90,90,-0.649
BAcO3,B,Ac,cubic,-0.41600000000000004,2.685,0,18.084,0.0,4.488,4.488,4.488,90,90,90,-1.4980000000000002
BAgO3,B,Ag,cubic,1.216,2.64,-,12.409,0.0,3.959,3.959,3.959,90,90,90,-8.056000000000001
BAlO3,B,Al,cubic,-0.574,2.4090000000000003,-,9.41,0.0,3.61,3.61,3.61,90,90,90,-4.998
BAsO3,B,As,cubic,-0.025,2.01,-,9.791,0.0,3.658,3.658,3.658,90,90,90,1.49
BAuO3,B,Au,cubic,1.11,2.562,-,12.637,0.0,3.983,3.983,3.983,90,90,90,-3.8110000000000004
B2O3,B,B,cubic,0.152,2.775,-,6.7410000000000005,0.0,3.23,3.23,3.23,90,90,90,-5.652
BBaO3,B,Ba,cubic,0.652,3.342,-,18.570999999999998,0.0,4.528,4.528,4.528,90,90,90,-8.221
BBeO3,B,Be,cubic,0.113,2.611,-,7.436,0.0,3.338,3.338,3.338,90,90,90,-7.318
BBiO3,B,Bi,cubic,0.213,2.336,-,14.181,0.0,4.139,4.139,4.139,90,90,90,-0.018000000000000002
BCaO3,B,Ca,cubic,0.49700000000000005,3.281,-,15.719000000000001,0.0,4.283,4.283,4.283,90,90,90,-8.695
BCdO3,B,Cd,cubic,1.069,2.95,-,13.744000000000002,0.0,4.096,4.096,4.096,90,90,90,-8.431000000000001
BCeO3,B,Ce,cubic,-0.244,3.029,0.001,18.680999999999997,0.0,4.537,4.537,4.537,90,90,90,-4.648
BCoO3,B,Co,cubic,0.418,2.356,-0.538,9.511000000000001,0.0,3.623,3.623,3.623,90,90,90,-2.5340000000000003
BCrO3,B,Cr,cubic,-0.315,2.274,0.201,10.118,0.0,3.699,3.699,3.699,90,90,90,-1.8030000000000002
BCsO3,B,Cs,cubic,1.3940000000000001,3.4219999999999997,-,16.308,0.0,4.336,4.336,4.336,90,90,90,-1.902
BCuO3,B,Cu,cubic,0.823,2.465,-,9.627,0.0,3.638,3.638,3.638,90,90,90,-6.409
BDyO3,B,Dy,cubic,-0.467,2.895,-0.007,16.144000000000002,0.0,4.322,4.322,4.322,90,90,90,-5.142
BErO3,B,Er,cubic,-0.51,2.833,-0.006,15.8,0.0,4.291,4.291,4.291,90,90,90,-5.129
BEuO3,B,Eu,cubic,0.233,3.161,0.597,17.434,0.0,4.434,4.434,4.434,90,90,90,-7.102
BFeO3,B,Fe,cubic,0.155,2.322,0.719,10.011000000000001,0.0,3.685,3.685,3.685,90,90,90,-3.6189999999999998
BGaO3,B,Ga,cubic,0.21,2.572,-,10.807,0.0,3.781,3.781,3.781,90,90,90,-6.3
BGdO3,B,Gd,cubic,-0.42,2.8710000000000004,-0.009,16.624000000000002,0.0,4.364,4.364,4.364,90,90,90,-5.05
BGeO3,B,Ge,cubic,-0.11599999999999999,2.046,-,9.982000000000001,0.0,3.682,3.682,3.682,90,90,90,-0.598
BHfO3,B,Hf,cubic,-1.258,1.936,0.002,13.578,0.0,4.079,4.079,4.079,90,90,90,-0.733
BHgO3,B,Hg,cubic,1.291,2.815,-,13.972999999999999,0.0,4.119,4.119,4.119,90,90,90,-7.553
BHoO3,B,Ho,cubic,-0.484,2.84,0.001,15.905,0.0,4.3,4.3,4.3,90,90,90,-5.167999999999999
BInO3,B,In,cubic,0.501,2.801,-,14.012,0.0,4.123,4.123,4.123,90,90,90,-5.894
BIrO3,B,Ir,cubic,0.308,2.0980000000000003,0.183,11.344000000000001,0.0,3.842,3.842,3.842,90,90,90,0.614
BKO3,B,K,cubic,1.879,3.927,-,16.993,0.0,4.396,4.396,4.396,90,90,90,-4.527
BLaO3,B,La,cubic,-0.39899999999999997,2.958,0.001,16.488,0.0,4.352,4.352,4.352,90,90,90,-4.081
BLiO3,B,Li,cubic,0.961,3.0469999999999997,-,8.156,0.0,3.442,3.442,3.442,90,90,90,-10.088
BLuO3,B,Lu,cubic,-0.574,2.8310000000000004,0.001,15.132,0.0,4.229,4.229,4.229,90,90,90,-5.132000000000001
BMgO3,B,Mg,cubic,0.33799999999999997,2.929,-,11.048,0.0,3.809,3.809,3.809,90,90,90,-8.3
BMnO3,B,Mn,cubic,-0.057999999999999996,2.262,0.409,10.023,0.0,3.687,3.687,3.687,90,90,90,-3.248
BMoO3,B,Mo,cubic,-0.7709999999999999,1.51,0.001,11.628,0.0,3.874,3.874,3.874,90,90,90,3.943
BNaO3,B,Na,cubic,1.5819999999999999,3.622,-,12.965,0.0,4.017,4.017,4.017,90,90,90,-14.748
BNbO3,B,Nb,cubic,-1.19,1.383,-0.001,12.499,1.744,3.968,3.968,3.968,90,90,90,4.31
BNdO3,B,Nd,cubic,-0.297,3.0010000000000003,-0.001,17.374000000000002,0.0,4.429,4.429,4.429,90,90,90,-4.95
BNiO3,B,Ni,cubic,0.6759999999999999,2.525,0.03,9.346,0.0,3.602,3.602,3.602,90,90,90,-5.604
BNpO3,B,Np,cubic,-1.17,1.943,0.4,15.3,0.0,4.245,4.245,4.245,90,90,90,1.429
BOsO3,B,Os,cubic,-0.028999999999999998,1.805,-0.002,11.227,0.0,3.829,3.829,3.829,90,90,90,2.4859999999999998
BPaO3,B,Pa,cubic,-1.3780000000000001,1.368,0,16.389,1.515,4.344,4.344,4.344,90,90,90,4.0280000000000005
BPbO3,B,Pb,cubic,0.5589999999999999,2.5340000000000003,-,14.833,0.0,4.201,4.201,4.201,90,90,90,-3.923
BPdO3,B,Pd,cubic,0.797,2.3680000000000003,-,11.579,0.0,3.868,3.868,3.868,90,90,90,-3.802
BPmO3,B,Pm,cubic,-0.33399999999999996,2.815,-0.008,17.312,0.0,4.424,4.424,4.424,90,90,90,-4.994
BPrO3,B,Pr,cubic,-0.294,2.992,-0.407,17.629,0.0,4.45,4.45,4.45,90,90,90,-4.606
BPtO3,B,Pt,cubic,0.667,2.327,0.006,11.79,0.0,3.892,3.892,3.892,90,90,90,-0.4
BPuO3,B,Pu,cubic,-1.0090000000000001,2.119,0.6,15.467,0.0,4.261,4.261,4.261,90,90,90,0.196
BRbO3,B,Rb,cubic,1.8359999999999999,3.8710000000000004,-,16.155,0.0,4.323,4.323,4.323,90,90,90,-15.921
BReO3,B,Re,cubic,-0.466,1.614,0,11.364,0.0,3.844,3.844,3.844,90,90,90,3.7310000000000003
BRhO3,B,Rh,cubic,0.41600000000000004,2.194,0.223,11.27,0.0,3.834,3.834,3.834,90,90,90,-2.0709999999999997
BRuO3,B,Ru,cubic,0.07200000000000001,1.954,0.014,11.119000000000002,0.0,3.817,3.817,3.817,90,90,90,1.369
BSbO3,B,Sb,cubic,-0.284,1.817,-,11.918,0.0,3.906,3.906,3.906,90,90,90,2.3480000000000003
BScO3,B,Sc,cubic,-0.5760000000000001,2.697,-0.001,13.367,0.0,4.058,4.058,4.058,90,90,90,-5.495
BSiO3,B,Si,cubic,-0.8370000000000001,1.8940000000000001,-,8.357000000000001,0.0,3.47,3.47,3.47,90,90,90,0.59
BSmO3,B,Sm,cubic,-0.41,2.9130000000000003,-0.397,17.464000000000002,0.0,4.436,4.436,4.436,90,90,90,-4.459
BSnO3,B,Sn,cubic,-0.053,2.164,-,13.100999999999999,0.0,4.031,4.031,4.031,90,90,90,-1.197
BSrO3,B,Sr,cubic,0.66,3.408,-,18.084,0.0,4.488,4.488,4.488,90,90,90,-9.204
BTaO3,B,Ta,cubic,-1.443,1.307,0,12.282,2.039,3.945,3.945,3.945,90,90,90,5.114
